brand,model,year,mileage,engine_capacity,transmission,body_type,fuel_type,color,doors,price_usd
Ford,Kuga,2012,123182,2.0,Automatic,Coupe,Diesel,White,2,39367.35
Audi,A6,2002,20169,1.4,Manual,SUV,Petrol,Blue,3,38812.16
Kia,Sorento,2014,205863,2.0,Automatic,SUV,Diesel,Red,2,33545.22
Audi,A4,2018,238972,3.0,Manual,Wagon,Diesel,Silver,4,39583.7
Hyundai,Solaris,2008,35561,3.5,CVT,Wagon,Petrol,Blue,4,37186.2
Honda,CR-V,2002,290168,2.0,Manual,SUV,Electric,Black,2,24430.64
Honda,Civic,2006,258492,2.7,CVT,Hatchback,Petrol,Black,4,22858.75
Ford,Mondeo,2021,18402,4.0,Robot,SUV,Hybrid,Blue,5,57357.74
Mercedes,E-Class,2003,121844,5.0,CVT,Sedan,Hybrid,Blue,3,48901.15
Toyota,Camry,2013,69224,4.0,CVT,Hatchback,Petrol,Silver,4,50024.37
BMW,5 Series,2015,229766,3.5,Robot,Sedan,Diesel,Black,2,42377.18
Ford,Kuga,2007,208106,1.6,Automatic,Hatchback,Electric,Green,2,32283.33
Ford,Mondeo,2015,195964,2.2,Robot,Sedan,Diesel,Grey,5,34011.42
Nissan,Teana,2017,287555,5.0,Manual,Hatchback,Electric,Brown,4,44235.34
Toyota,Camry,2014,70765,3.5,Automatic,Wagon,Diesel,Grey,2,50699.73
Mercedes,E-Class,2005,265232,2.2,Robot,SUV,Hybrid,Blue,3,35797.65
Honda,CR-V,2004,37743,4.0,Robot,Sedan,Petrol,Silver,4,45644.72
BMW,X5,2012,55797,1.4,Robot,Coupe,Diesel,White,5,48516.7
Nissan,Almera,2018,139596,5.0,Robot,Sedan,Hybrid,Blue,5,49744.38
Kia,Sportage,2022,219739,5.0,Robot,SUV,Electric,Red,4,52089.4
Toyota,Corolla,2008,176540,2.5,CVT,Coupe,Hybrid,Blue,5,34841.55
Volkswagen,Golf,2006,153995,5.0,Robot,Wagon,Hybrid,Silver,2,44501.53
Audi,Q5,2007,44512,1.5,Automatic,Wagon,Petrol,Green,2,37986.91
Hyundai,Tucson,2005,164512,2.0,CVT,Coupe,Petrol,Blue,3,30687.42
Kia,Rio,2016,262640,2.2,Robot,Coupe,Diesel,Grey,3,36741.08
Nissan,X-Trail,2018,272028,1.2,Robot,SUV,Hybrid,Black,4,42393.7
Volkswagen,Tiguan,2015,158145,5.0,Robot,SUV,Diesel,Red,4,51978.7
Mercedes,C-Class,2023,169564,3.0,Manual,Coupe,Diesel,Red,2,56932.45
BMW,3 Series,2002,17529,2.7,CVT,Coupe,Petrol,White,2,42589.08
Audi,A4,2009,59980,5.0,Automatic,Coupe,Petrol,Silver,4,42504.44
Nissan,Almera,2002,284732,1.8,Robot,Coupe,Hybrid,White,3,24185.85
Volkswagen,Golf,2011,269066,1.2,Automatic,Sedan,Diesel,Black,4,27281.74
Kia,Cerato,2019,227997,1.2,Automatic,SUV,Petrol,White,3,28929.48
Hyundai,Solaris,2022,298931,1.5,Manual,Hatchback,Electric,Green,4,41761.88
Toyota,Corolla,2003,199330,3.0,Automatic,Hatchback,Diesel,Green,3,23919.29
Nissan,Patrol,2020,87273,2.5,CVT,SUV,Electric,Grey,3,47546.08
Honda,Civic,2019,292988,2.2,CVT,SUV,Electric,Grey,3,43157.98
BMW,5 Series,2020,82001,2.2,CVT,Hatchback,Hybrid,Grey,4,49408.46
BMW,3 Series,2007,216651,2.7,Automatic,Sedan,Hybrid,White,2,37271.48
Toyota,RAV4,2005,245720,1.8,Robot,Wagon,Electric,Grey,3,31788.02
Hyundai,Solaris,2001,200122,2.0,Manual,Sedan,Electric,Black,4,26401.04
Honda,CR-V,2001,246553,1.2,Manual,Sedan,Diesel,Black,3,18854.54
Nissan,Almera,2022,65018,1.0,Robot,Sedan,Diesel,Grey,2,52466.85
Mercedes,GLE,2018,192608,2.0,CVT,Hatchback,Electric,Grey,3,47131.15
Volkswagen,Passat,2010,207836,1.4,Robot,Hatchback,Petrol,Grey,3,27968.18
Toyota,Land Cruiser,2010,229707,4.0,Manual,SUV,Electric,Grey,4,43650.69
Mercedes,E-Class,2020,166415,1.8,CVT,Hatchback,Petrol,Red,3,45104.04
Mercedes,GLC,2001,102566,2.4,Robot,SUV,Electric,Red,2,46126.37
Nissan,Almera,2003,177505,2.4,Robot,Hatchback,Diesel,Blue,3,24010.52
Audi,Q7,2021,254084,2.7,Robot,Coupe,Petrol,Blue,3,48745.7
Nissan,Almera,2018,160389,4.0,Manual,Coupe,Diesel,Red,4,43261.87
Hyundai,Tucson,2014,238680,2.7,CVT,Hatchback,Petrol,Grey,5,30287.55
Honda,Accord,2010,165229,2.7,Manual,SUV,Diesel,White,4,42422.64
Toyota,Corolla,2016,279773,2.0,Automatic,SUV,Diesel,Silver,2,38177.93
Honda,Accord,2007,208502,3.0,Manual,Sedan,Electric,White,4,33346.36
Audi,Q7,2014,159423,2.4,CVT,SUV,Petrol,Blue,3,39653.63
Ford,Focus,2009,219973,1.0,Automatic,Coupe,Diesel,Red,3,24037.61
Toyota,Camry,2015,191175,2.2,Manual,Coupe,Electric,Brown,5,43973.61
Nissan,Almera,2013,214992,1.0,CVT,Sedan,Diesel,Green,3,27018.4
Mercedes,GLC,2023,146511,1.6,Manual,Wagon,Electric,White,5,70365.43
Nissan,X-Trail,2011,180116,2.5,Manual,Hatchback,Petrol,Red,3,30164.97
Ford,Focus,2002,295182,1.0,Automatic,SUV,Petrol,Black,4,20577.9
Volkswagen,Touareg,2014,187223,1.6,CVT,Sedan,Petrol,Blue,5,27874.99
Audi,Q5,2004,279778,1.0,Automatic,Hatchback,Electric,Brown,3,26169.73
Audi,Q5,2004,221668,1.4,CVT,SUV,Electric,Green,5,33499.1
Honda,Accord,2019,54691,1.0,Robot,Hatchback,Electric,Brown,2,48837.88
Audi,Q7,2011,59567,5.0,Robot,SUV,Hybrid,Black,4,62101.83
Mercedes,C-Class,2015,292021,2.5,Automatic,SUV,Hybrid,Blue,3,48993.4
Nissan,X-Trail,2023,68232,3.5,Manual,Hatchback,Petrol,Brown,2,54368.62
Ford,Kuga,2006,264837,1.2,CVT,SUV,Petrol,Grey,2,25097.8
Honda,Civic,2004,39051,2.5,CVT,Coupe,Electric,Red,3,44320.29
Honda,Civic,2012,288614,2.5,Manual,Coupe,Electric,White,5,41473.22
Ford,Mondeo,2017,274073,3.5,Automatic,Hatchback,Hybrid,Black,5,43258.48
Ford,Kuga,2022,209496,2.7,Automatic,Wagon,Hybrid,Silver,5,44396.89
Hyundai,Solaris,2013,52132,4.0,Manual,SUV,Petrol,Brown,5,44865.68
Audi,Q7,2007,141294,4.0,Automatic,Coupe,Diesel,Blue,2,34431.31
Mercedes,GLE,2023,188874,1.0,Automatic,Coupe,Petrol,Black,4,48857.77
Ford,Mondeo,2020,213408,5.0,Robot,Wagon,Electric,Green,3,56316.96
Mercedes,C-Class,2009,262399,1.0,Robot,SUV,Hybrid,White,2,39969.28
Volkswagen,Tiguan,2023,153048,1.5,Robot,Coupe,Petrol,Grey,3,42449.84
Toyota,Camry,2006,269013,1.4,Manual,Coupe,Electric,Green,3,31248.09
Kia,Sportage,2017,208994,1.2,Automatic,Hatchback,Diesel,Silver,4,26002.68
BMW,5 Series,2012,99372,2.2,CVT,Wagon,Petrol,Red,4,42250.69
Volkswagen,Touareg,2012,148843,1.4,Automatic,Coupe,Diesel,Brown,4,31673.95
Mercedes,E-Class,2007,288988,2.2,Robot,Coupe,Petrol,Red,3,35018.24
Ford,Focus,2013,64230,3.5,Robot,Coupe,Petrol,Black,4,44601.75
Mercedes,GLC,2011,226094,1.4,CVT,SUV,Electric,Black,5,43598.76
Hyundai,Santa Fe,2010,183208,1.4,Robot,Coupe,Electric,Red,5,33103.83
BMW,X3,2004,167071,1.0,Manual,SUV,Petrol,Brown,2,28331.36
Hyundai,Santa Fe,2023,72219,4.0,Manual,SUV,Electric,Brown,4,56061.43
Audi,A4,2008,227561,3.5,Robot,Sedan,Diesel,Red,5,43529.69
Toyota,Land Cruiser,2017,235654,5.0,Robot,Sedan,Hybrid,Silver,4,42866.91
Hyundai,Solaris,2015,80903,3.5,CVT,Coupe,Hybrid,Brown,2,52563.64
Volkswagen,Tiguan,2013,61748,2.0,CVT,SUV,Hybrid,Brown,4,46587.87
Hyundai,Tucson,2021,292192,2.5,Manual,Coupe,Diesel,Blue,2,32091.1
Kia,Sorento,2014,23052,2.7,Robot,Coupe,Hybrid,Brown,2,48522.5
Honda,Civic,2000,239040,2.4,CVT,Wagon,Hybrid,Green,4,25895.68
Volkswagen,Touareg,2009,191196,2.7,CVT,Coupe,Petrol,Blue,5,30224.04
Audi,Q5,2017,266890,2.2,CVT,Hatchback,Hybrid,Blue,5,44691.66
Kia,Rio,2017,177043,5.0,Manual,Coupe,Hybrid,Grey,3,51263.05
Ford,Mondeo,2009,186351,2.2,Manual,SUV,Electric,Blue,4,42571.62
Audi,Q7,2006,254606,1.6,CVT,Sedan,Hybrid,White,2,26601.51
Mercedes,C-Class,2019,272459,1.0,Robot,Wagon,Petrol,Red,3,39437.31
Hyundai,Tucson,2007,7971,1.8,Robot,Wagon,Hybrid,Red,4,38518.19
Toyota,Corolla,2014,141609,3.0,Robot,Hatchback,Hybrid,Grey,4,40650.14
Ford,Focus,2008,78004,2.4,Robot,Wagon,Hybrid,Silver,4,39654.33
Audi,Q5,2008,23259,2.4,Automatic,Wagon,Hybrid,Black,3,45722.0
BMW,5 Series,2020,288453,2.7,Manual,Hatchback,Electric,Blue,2,49639.6
BMW,X3,2008,201264,1.0,CVT,Hatchback,Petrol,White,2,26920.05
BMW,X3,2002,249091,2.2,CVT,Coupe,Hybrid,Blue,4,29075.53
Nissan,Almera,2022,113693,2.5,Robot,Wagon,Petrol,Brown,3,36162.11
Kia,Sorento,2009,205459,2.4,CVT,Coupe,Petrol,White,3,26715.84
Hyundai,Elantra,2011,219162,3.5,CVT,Coupe,Petrol,White,5,31109.91
Kia,Sportage,2018,68147,3.0,Automatic,Coupe,Petrol,Grey,3,50808.78
Nissan,Teana,2000,289445,3.5,Automatic,SUV,Hybrid,Brown,4,27490.34
BMW,5 Series,2014,92554,5.0,Automatic,SUV,Electric,Blue,5,58160.63
Kia,Rio,2001,246052,2.0,Manual,Wagon,Diesel,Grey,2,18004.33
BMW,5 Series,2011,160811,4.0,Automatic,Hatchback,Petrol,Blue,5,35795.69
Nissan,Almera,2001,33826,1.4,Automatic,SUV,Hybrid,Blue,5,38640.8
BMW,X5,2013,12809,1.4,Automatic,Coupe,Hybrid,Green,4,54004.19
Ford,Mondeo,2002,62598,2.0,Robot,Hatchback,Hybrid,Grey,2,29157.81
BMW,3 Series,2022,221516,2.7,CVT,Sedan,Diesel,Black,5,54560.17
Ford,Focus,2006,175403,2.5,Robot,Sedan,Electric,Black,4,31124.21
Nissan,Teana,2016,215494,3.0,Robot,Wagon,Electric,Silver,2,37116.65
Volkswagen,Touareg,2004,132698,5.0,Automatic,SUV,Electric,Blue,3,44605.6
Honda,Accord,2015,196322,2.5,CVT,Sedan,Electric,Blue,5,40229.47
Toyota,Land Cruiser,2020,19659,3.0,Robot,SUV,Petrol,White,5,60145.31
Hyundai,Santa Fe,2010,274444,2.7,Robot,Hatchback,Electric,Brown,5,25343.23
Hyundai,Solaris,2020,181026,2.0,Automatic,Hatchback,Petrol,Silver,5,30866.44
Kia,Sorento,2003,45380,1.4,Manual,SUV,Diesel,Grey,2,36773.22
Volkswagen,Passat,2002,112035,1.8,Robot,Sedan,Diesel,Brown,4,27193.93
Audi,A6,2019,210154,1.8,Manual,Sedan,Petrol,Blue,2,34548.56
Audi,Q5,2006,277845,3.0,Robot,Coupe,Electric,Black,2,39821.5
Kia,Cerato,2007,204222,2.5,Automatic,Wagon,Electric,Black,2,35197.58
Hyundai,Tucson,2020,258466,5.0,Manual,SUV,Electric,Black,2,64287.12
Toyota,Land Cruiser,2005,271615,1.5,Robot,Hatchback,Electric,Green,3,28308.26
BMW,X5,2007,20229,3.0,CVT,Hatchback,Diesel,Red,5,42469.28
Hyundai,Santa Fe,2021,190477,1.6,Manual,Hatchback,Electric,Brown,2,38113.35
Toyota,Corolla,2011,85779,1.6,CVT,Wagon,Hybrid,Brown,5,40450.61
BMW,X3,2023,26325,1.8,Robot,Hatchback,Electric,Silver,5,56424.09
Toyota,Corolla,2018,239947,2.2,CVT,Hatchback,Hybrid,Blue,4,31900.42
Ford,Focus,2020,237159,4.0,Manual,Sedan,Petrol,Grey,2,38759.41
Kia,Cerato,2003,140689,1.6,CVT,Hatchback,Diesel,Red,2,25570.45
Audi,A6,2004,286384,1.8,Manual,Sedan,Petrol,Brown,5,27432.59
Audi,Q5,2013,18013,2.0,CVT,Hatchback,Diesel,Brown,3,48976.93
Volkswagen,Touareg,2013,168461,1.6,CVT,SUV,Electric,Blue,2,45348.49
Honda,Civic,2006,74442,2.7,CVT,Hatchback,Hybrid,Green,4,37905.56
Toyota,Corolla,2009,30552,1.0,Manual,Wagon,Diesel,Brown,3,36504.76
Mercedes,GLE,2003,8798,2.2,Robot,Wagon,Hybrid,Grey,2,44610.28
Kia,Sorento,2013,87638,1.6,CVT,Wagon,Petrol,Black,2,36909.32
Hyundai,Santa Fe,2008,177125,2.5,Automatic,Hatchback,Hybrid,Brown,5,24664.74
Volkswagen,Passat,2007,4861,5.0,Manual,Sedan,Petrol,Brown,5,59322.33
Kia,Sportage,2004,165912,2.4,Automatic,SUV,Petrol,Black,4,23412.28
Volkswagen,Golf,2022,55786,3.0,Manual,Wagon,Hybrid,Black,3,61766.31
Mercedes,GLE,2007,270855,2.2,Manual,Hatchback,Electric,Green,5,45480.67
Kia,Sportage,2013,265237,2.0,Robot,Coupe,Hybrid,Silver,3,28512.66
Ford,Mondeo,2006,156837,1.6,Manual,Wagon,Diesel,Black,3,27492.37
Audi,Q7,2017,269289,2.0,Automatic,Wagon,Hybrid,Green,4,41448.24
Kia,Rio,2016,56815,1.8,Automatic,SUV,Hybrid,White,5,48804.86
Toyota,Camry,2019,77088,2.4,Robot,Wagon,Electric,Red,2,44967.34
Kia,Rio,2023,214601,2.7,CVT,Wagon,Electric,Green,3,51427.73
BMW,X5,2017,40308,1.0,CVT,Sedan,Petrol,Silver,5,46106.96
Audi,A4,2012,221968,2.2,Manual,Wagon,Diesel,Brown,2,28186.64
Honda,CR-V,2011,243772,1.0,Manual,Hatchback,Diesel,White,5,26474.34
Audi,Q5,2000,169573,2.2,Automatic,Sedan,Petrol,Silver,2,22683.18
Toyota,Corolla,2013,120730,1.8,CVT,Sedan,Diesel,Red,4,31685.53
BMW,X5,2022,148051,1.4,Automatic,SUV,Petrol,Black,5,51889.33
Hyundai,Elantra,2006,80636,2.0,Automatic,Wagon,Diesel,Black,3,31509.8
Nissan,Almera,2017,134607,1.8,Manual,Coupe,Electric,Black,2,45621.83
Hyundai,Solaris,2021,111889,1.2,Robot,Wagon,Petrol,Silver,3,43676.84
Mercedes,E-Class,2001,66697,2.0,CVT,Hatchback,Diesel,Red,5,30084.02
Ford,Kuga,2016,73277,4.0,CVT,SUV,Hybrid,Green,2,58072.57
Hyundai,Tucson,2005,99468,3.0,CVT,SUV,Petrol,Green,3,38272.71
Toyota,RAV4,2004,259925,1.4,Robot,Hatchback,Electric,Grey,4,30204.77
Honda,CR-V,2000,33593,3.5,Manual,Sedan,Petrol,Red,2,38516.03
BMW,3 Series,2023,206971,1.2,Manual,Hatchback,Electric,Brown,4,47368.49
Kia,Sportage,2022,62613,1.5,Automatic,Wagon,Hybrid,Silver,4,43902.98
Nissan,X-Trail,2005,145921,2.2,Manual,Coupe,Petrol,Red,2,23258.01
Honda,Civic,2011,56238,1.4,Robot,Sedan,Hybrid,Brown,5,41070.03
BMW,X3,2007,102652,4.0,Automatic,Sedan,Hybrid,Blue,5,51102.41
Nissan,Patrol,2023,95798,1.5,Manual,Sedan,Electric,Blue,5,50680.68
Ford,Mondeo,2019,264603,1.0,CVT,Hatchback,Hybrid,Black,5,42914.93
Nissan,Teana,2009,144535,1.8,CVT,Sedan,Petrol,Blue,3,28154.54
Honda,CR-V,2016,220073,3.0,Automatic,Hatchback,Electric,White,5,41062.95
Nissan,X-Trail,2004,75992,1.0,Robot,Coupe,Diesel,White,3,30345.65
Honda,Accord,2018,69837,2.2,Manual,Wagon,Hybrid,Blue,3,46534.49
Toyota,Corolla,2020,112099,2.0,Automatic,Coupe,Electric,Grey,3,51996.78
Toyota,Corolla,2019,188418,1.6,Automatic,SUV,Electric,Brown,2,44819.67
Kia,Cerato,2016,295863,1.2,Manual,SUV,Petrol,Blue,2,31160.32
Toyota,Corolla,2014,78563,5.0,Robot,Hatchback,Electric,White,3,58233.87
Mercedes,GLE,2002,20448,2.5,CVT,Wagon,Diesel,Brown,5,41503.38
BMW,3 Series,2020,90481,1.4,Automatic,SUV,Hybrid,Grey,3,54598.57
Volkswagen,Touareg,2002,121682,1.8,Robot,Coupe,Electric,Red,3,33518.29
BMW,X5,2000,10956,2.2,Robot,SUV,Hybrid,Silver,5,34648.92
Kia,Rio,2009,113922,1.4,Robot,Wagon,Hybrid,Brown,4,38164.31
Nissan,Patrol,2010,38311,1.8,Robot,SUV,Electric,Grey,4,43696.2
Volkswagen,Tiguan,2014,179693,1.2,CVT,Wagon,Petrol,Red,2,33550.18
Audi,A6,2007,241942,5.0,CVT,Wagon,Petrol,Green,3,34171.26
BMW,X3,2007,290277,1.5,CVT,Coupe,Hybrid,Silver,4,32401.01
Nissan,X-Trail,2023,222159,1.0,Robot,SUV,Hybrid,Brown,2,41510.22
Honda,Accord,2007,145476,2.0,CVT,Coupe,Electric,White,5,38059.38
Mercedes,GLE,2023,149776,5.0,Robot,Coupe,Electric,Red,2,63153.12
Nissan,Almera,2003,10652,4.0,Robot,Wagon,Electric,Black,4,49791.62
Mercedes,E-Class,2012,186764,4.0,CVT,Hatchback,Petrol,Blue,5,42598.42
Mercedes,C-Class,2003,255392,5.0,Manual,SUV,Hybrid,Brown,5,46768.39
Audi,A6,2001,228629,1.0,CVT,SUV,Electric,Brown,2,37710.53
Kia,Cerato,2019,66896,2.2,CVT,Coupe,Hybrid,Grey,3,45030.79
Volkswagen,Touareg,2001,214020,1.2,CVT,SUV,Diesel,White,5,21160.35
Volkswagen,Touareg,2014,157998,1.0,CVT,SUV,Petrol,Brown,2,36629.79
Audi,A4,2020,91205,1.2,Automatic,SUV,Electric,Brown,2,56836.31
BMW,5 Series,2015,34986,2.7,Robot,Sedan,Petrol,Blue,3,56719.87
BMW,X5,2010,66151,5.0,CVT,Sedan,Diesel,Grey,2,56385.14
Volkswagen,Touareg,2016,93993,2.7,CVT,SUV,Petrol,Red,2,47944.06
Hyundai,Santa Fe,2018,287153,5.0,Automatic,Coupe,Electric,Black,5,60728.31
Nissan,X-Trail,2007,130251,2.2,CVT,Hatchback,Electric,Silver,4,33690.51
Honda,Civic,2003,246590,1.0,CVT,SUV,Petrol,Green,4,22217.08
Mercedes,GLC,2007,54607,1.4,Manual,Hatchback,Diesel,Green,2,31966.86
Audi,A6,2004,239190,2.4,CVT,Sedan,Diesel,Silver,3,27674.13
BMW,5 Series,2002,249434,1.4,Robot,Sedan,Hybrid,Black,2,20767.04
Volkswagen,Passat,2016,46996,1.5,Manual,Wagon,Petrol,Red,2,44945.85
BMW,5 Series,2015,157029,1.8,Manual,Coupe,Electric,Green,3,47115.04
Toyota,Corolla,2020,270651,2.7,Manual,Wagon,Electric,Black,5,46387.67
Ford,Kuga,2010,31440,3.5,Automatic,Coupe,Electric,Brown,5,54789.78
Volkswagen,Passat,2015,39023,4.0,Automatic,Hatchback,Hybrid,Red,5,51550.46
Kia,Sorento,2017,159245,1.5,Manual,Wagon,Electric,Brown,3,31201.39
Volkswagen,Touareg,2023,255931,3.5,Robot,Hatchback,Petrol,Green,2,42828.27
Mercedes,C-Class,2003,17241,1.5,Manual,Sedan,Diesel,Silver,2,39661.35
Mercedes,C-Class,2012,149014,1.8,Manual,Sedan,Hybrid,Grey,3,51408.13
Ford,Kuga,2000,129288,1.2,Manual,Hatchback,Hybrid,Silver,5,28239.59
Nissan,Almera,2012,223023,1.4,Automatic,Sedan,Diesel,Green,5,27065.09
Mercedes,GLE,2014,87340,1.8,Robot,SUV,Diesel,Blue,2,45713.36
Ford,Mondeo,2001,51818,2.0,Automatic,Coupe,Electric,Blue,4,40982.56
Toyota,Corolla,2013,226597,5.0,CVT,Hatchback,Petrol,Red,4,43581.28
Audi,Q7,2010,283390,1.2,CVT,Sedan,Petrol,Blue,4,32226.28
Honda,Civic,2021,117363,2.5,Manual,Wagon,Hybrid,Green,5,41437.65
Volkswagen,Golf,2012,205355,3.0,Automatic,Coupe,Petrol,White,3,37013.55
Toyota,RAV4,2010,209485,5.0,Manual,SUV,Petrol,Silver,5,37426.82
Ford,Kuga,2011,128721,3.0,CVT,Coupe,Hybrid,Green,3,46944.4
BMW,X3,2000,235994,1.2,Automatic,Hatchback,Petrol,Blue,2,21187.31
Nissan,Patrol,2009,299140,1.2,Manual,Hatchback,Hybrid,Grey,5,23156.41
Nissan,Almera,2003,69306,5.0,Automatic,Sedan,Hybrid,Green,3,46921.88
Toyota,RAV4,2011,99599,1.8,Automatic,Hatchback,Diesel,Green,2,32899.86
Audi,Q7,2005,265026,2.4,CVT,Coupe,Petrol,Black,3,29234.92
Volkswagen,Touareg,2023,255043,1.8,Robot,Coupe,Diesel,Black,5,43277.73
Volkswagen,Golf,2022,44397,4.0,Automatic,Coupe,Diesel,Black,5,52589.54
Kia,Sorento,2006,199548,1.8,Automatic,Coupe,Petrol,Blue,4,23168.34
Nissan,X-Trail,2007,25968,3.5,Robot,Coupe,Electric,Green,4,57563.04
Toyota,Camry,2016,139325,4.0,Automatic,Hatchback,Petrol,Brown,4,34548.48
BMW,X5,2012,81311,1.4,CVT,Sedan,Hybrid,Grey,2,44030.58
Hyundai,Tucson,2004,83265,5.0,Automatic,SUV,Petrol,Green,3,41770.5
Honda,CR-V,2023,182615,1.0,Robot,Hatchback,Diesel,Grey,4,34488.12
Volkswagen,Passat,2020,202615,1.4,Manual,Coupe,Hybrid,Blue,2,44596.64
Nissan,X-Trail,2020,155927,2.5,CVT,Hatchback,Petrol,Grey,4,50155.0
Nissan,X-Trail,2001,259589,1.6,Manual,Hatchback,Electric,Silver,4,26887.01
BMW,X3,2005,164434,3.5,CVT,Hatchback,Diesel,Blue,5,33114.19
Hyundai,Elantra,2014,236139,4.0,CVT,Wagon,Diesel,Green,4,34890.43
Mercedes,GLE,2012,90073,2.5,Automatic,SUV,Petrol,Black,5,49255.9
Toyota,RAV4,2013,132290,3.5,CVT,Hatchback,Diesel,Blue,3,33466.84
Mercedes,GLC,2010,167284,1.5,Robot,SUV,Hybrid,Blue,3,44218.23
Volkswagen,Touareg,2013,67593,2.2,Manual,Hatchback,Diesel,White,2,37956.57
Honda,Civic,2005,37170,1.5,CVT,Wagon,Petrol,Silver,5,30283.41
Nissan,Teana,2015,57287,4.0,Manual,Hatchback,Electric,Brown,5,51163.77
Mercedes,GLE,2010,213739,4.0,Manual,SUV,Diesel,Brown,4,42150.13
Audi,A4,2002,20605,5.0,Robot,Wagon,Electric,Grey,4,49712.57
Nissan,Patrol,2021,135501,5.0,CVT,Coupe,Petrol,Green,5,54586.53
Audi,A6,2003,152802,2.5,Robot,SUV,Electric,Red,5,41912.07
Toyota,Land Cruiser,2008,220084,2.4,CVT,Sedan,Electric,Green,2,34102.54
Honda,CR-V,2010,265735,2.0,Robot,Coupe,Electric,Green,4,40173.5
Honda,Civic,2020,166519,1.4,CVT,Hatchback,Electric,Red,4,41812.14
Audi,Q7,2003,42192,1.6,Robot,Sedan,Diesel,Grey,2,43888.33
Hyundai,Santa Fe,2000,203400,1.5,Manual,Hatchback,Electric,Blue,2,26654.86
Mercedes,E-Class,2000,206084,5.0,CVT,Wagon,Petrol,Red,2,33304.28
Kia,Sorento,2009,15330,2.0,CVT,Hatchback,Petrol,Grey,3,36978.57
Kia,Sorento,2023,113805,1.2,Robot,SUV,Electric,Black,2,55566.18
BMW,5 Series,2003,125801,1.5,CVT,Coupe,Diesel,Blue,3,39512.18
Volkswagen,Touareg,2014,24220,1.5,CVT,Hatchback,Diesel,Grey,2,46393.55
Hyundai,Tucson,2006,250139,1.0,Manual,Hatchback,Diesel,Blue,5,22668.05
Toyota,Land Cruiser,2022,254271,1.4,CVT,Hatchback,Diesel,Grey,3,33052.11
Toyota,Corolla,2016,51048,2.0,CVT,Sedan,Diesel,Grey,4,46019.48
Kia,Cerato,2020,266891,2.0,Automatic,Coupe,Diesel,Black,5,33086.29
Audi,A4,2000,19455,2.4,Automatic,Wagon,Diesel,Red,4,38454.11
Kia,Rio,2013,40484,2.2,CVT,Coupe,Petrol,Brown,4,42569.28
BMW,5 Series,2021,120827,3.5,CVT,Sedan,Electric,Black,4,49192.1
Toyota,Land Cruiser,2001,106960,2.2,Automatic,Coupe,Electric,Brown,4,39001.29
Mercedes,GLC,2015,119894,3.5,Robot,Hatchback,Hybrid,Grey,3,54185.86
Mercedes,GLE,2012,148188,2.4,Automatic,Wagon,Petrol,Blue,2,39949.47
BMW,X5,2020,45177,2.4,Robot,SUV,Diesel,White,3,57023.43
Mercedes,GLE,2019,95287,2.0,Manual,SUV,Diesel,White,3,44551.7
Audi,A4,2007,105312,3.5,Manual,Hatchback,Hybrid,Silver,5,43417.25
Honda,CR-V,2000,103976,5.0,Robot,Wagon,Petrol,White,4,31976.44
Kia,Rio,2015,24815,3.5,Automatic,Sedan,Electric,Blue,5,53821.44
Hyundai,Santa Fe,2019,190732,2.2,Robot,Coupe,Electric,Red,3,31098.87
Nissan,X-Trail,2014,154473,3.0,Robot,Wagon,Hybrid,Black,3,42826.32
Ford,Focus,2008,83251,1.4,Manual,Hatchback,Petrol,Silver,3,34991.16
Honda,CR-V,2001,95149,1.6,Automatic,SUV,Diesel,Silver,4,28100.17
Honda,CR-V,2006,69284,2.0,Robot,Hatchback,Hybrid,Black,2,42951.15
BMW,X5,2023,232275,2.0,Robot,Sedan,Hybrid,Red,5,41347.27
BMW,X5,2014,234989,5.0,Robot,Sedan,Hybrid,Red,2,56878.77
Toyota,Corolla,2013,205719,2.4,Automatic,Sedan,Petrol,Blue,5,30231.0
Ford,Kuga,2003,27684,4.0,CVT,SUV,Hybrid,Green,3,48233.05
Mercedes,GLE,2010,72725,1.5,Manual,SUV,Diesel,Silver,4,45249.92
Hyundai,Elantra,2023,61477,1.6,Manual,Hatchback,Diesel,Silver,5,46730.34
Ford,Mondeo,2015,139148,2.0,Robot,SUV,Hybrid,Red,5,45917.46
Kia,Rio,2016,107327,1.2,Manual,Sedan,Diesel,Grey,4,35678.05
Hyundai,Elantra,2016,100459,1.0,CVT,Hatchback,Hybrid,Brown,4,41624.39
Hyundai,Solaris,2002,242726,3.0,CVT,Wagon,Petrol,Brown,2,24110.62
Audi,Q7,2023,190191,1.8,Automatic,SUV,Petrol,Blue,2,45622.9
Honda,CR-V,2020,60721,2.2,CVT,Coupe,Petrol,Brown,3,48202.11
BMW,X3,2022,272530,3.5,Manual,Hatchback,Diesel,Red,3,50231.25
Mercedes,E-Class,2018,252646,1.5,Automatic,SUV,Hybrid,Silver,4,47180.99
Kia,Sorento,2014,28365,1.8,Automatic,Sedan,Diesel,Grey,4,44365.7
Toyota,Land Cruiser,2007,171955,3.0,Robot,Sedan,Hybrid,Red,5,39349.39
Toyota,Corolla,2016,215888,1.2,Robot,Hatchback,Electric,Blue,4,29992.64
Kia,Cerato,2021,298325,5.0,Robot,Sedan,Hybrid,Silver,3,46248.48
BMW,5 Series,2022,220026,2.4,Automatic,Hatchback,Hybrid,White,3,44296.73
